periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,Emp,EmpTotal,sEarnS,sEmp,sEmpTotal
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,921,"Executive, Legislative, and Other General Government Support",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,1859,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,922,"Justice, Public Order, and Safety Activities",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,5514,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,923,Administration of Human Resource Programs,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,8144,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,925,"Administration of Housing Programs, Urban Planning, and Community Development",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,32249,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,926,Administration of Economic Programs,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,2639,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,111,Crop Production,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3171,8282,12156,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,112,Animal Production and Aquaculture,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3386,4858,5775,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,113,Forestry and Logging,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4152,4610,5297,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,114,"Fishing, Hunting and Trapping",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3278,260,315,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,115,Support Activities for Agriculture and Forestry,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3600,4712,6496,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,212,Mining (except Oil and Gas),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6345,4478,5097,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,213,Support Activities for Mining,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5370,562,710,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,221,Utilities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7401,20907,21832,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,236,Construction of Buildings,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6200,45412,55453,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,237,Heavy and Civil Engineering Construction,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6493,33847,40264,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,238,Specialty Trade Contractors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5004,127936,152985,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,311,Food Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4303,63196,76242,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,312,Beverage and Tobacco Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4936,7506,9458,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,313,Textile Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4151,14491,16379,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,314,Textile Product Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4060,27643,31051,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,315,Apparel Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3397,2019,2311,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,316,Leather and Allied Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2732,253,308,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,321,Wood Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4766,21464,25478,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,322,Paper Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6590,19567,21371,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,323,Printing and Related Support Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4209,11071,12539,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,324,Petroleum and Coal Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6033,1135,1277,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,325,Chemical Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6634,21386,23730,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,326,Plastics and Rubber Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4680,24702,28794,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,327,Nonmetallic Mineral Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5514,14634,16863,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,331,Primary Metal Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5397,7993,8817,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,332,Fabricated Metal Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4592,32843,37809,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,333,Machinery Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5522,22511,25692,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,334,Computer and Electronic Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,8938,9034,9855,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,335,"Electrical Equipment, Appliance, and Component Manufacturing",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6001,14471,16469,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,336,Transportation Equipment Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5932,51583,57397,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,337,Furniture and Related Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4112,10985,12992,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,339,Miscellaneous Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5379,12904,14701,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,423,"Merchant Wholesalers, Durable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7214,109964,123930,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,424,"Merchant Wholesalers, Nondurable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5933,60231,69624,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,425,Wholesale Electronic Markets and Agents and Brokers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,9150,37465,43872,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,441,Motor Vehicle and Parts Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6351,68088,80934,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,442,Furniture and Home Furnishings Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4646,17170,20858,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,443,Electronics and Appliance Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5611,16545,18823,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,444,Building Material and Garden Equipment and Supplies Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3168,48391,60050,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,445,Food and Beverage Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2303,96971,117690,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,446,Health and Personal Care Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3734,30953,37851,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,447,Gasoline Stations,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2612,31559,43304,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,448,Clothing and Clothing Accessories Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2436,30531,42992,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2468,13204,16505,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,452,General Merchandise Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2684,104707,136348,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,453,Miscellaneous Store Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2736,19358,25385,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,454,Nonstore Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4680,12800,19236,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,481,Air Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,9047,29916,33215,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,482,Rail Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,8660,,,1,5,5
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,483,Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6607,288,335,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,484,Truck Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4865,56250,71153,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,485,Transit and Ground Passenger Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3320,5311,6680,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,486,Pipeline Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7291,580,594,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,487,Scenic and Sightseeing Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2767,352,551,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,488,Support Activities for Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4652,34971,43574,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,491,Postal Service,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3204,69,121,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,492,Couriers and Messengers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4519,21828,41727,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,493,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3773,80578,110316,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,511,Publishing Industries (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,10048,25463,28582,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,512,Motion Picture and Sound Recording Industries,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4070,28905,56247,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,515,Broadcasting (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6892,6197,7276,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,517,Telecommunications,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,8103,37466,40395,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,518,"Data Processing, Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,11881,17777,21813,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,519,Other Information Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,9201,5731,6752,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,521,Monetary Authorities-Central Bank,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,9081,1060,1114,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,522,Credit Intermediation and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7685,76233,83344,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,14648,16841,18836,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,524,Insurance Carriers and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6918,78323,87123,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,525,"Funds, Trusts, and Other Financial Vehicles",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7537,915,1226,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,531,Real Estate,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5619,52235,61471,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,532,Rental and Leasing Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4950,17715,21696,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7249,819,922,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,541,"Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,7821,283765,333124,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,551,Management of Companies and Enterprises,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,8806,92802,104247,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,561,Administrative and Support Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4188,320623,495793,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,562,Waste Management and Remediation Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5053,10427,13212,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,611,Educational Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5276,85545,97516,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,621,Ambulatory Health Care Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5801,231917,271094,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,622,Hospitals,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5710,163508,177579,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,623,Nursing and Residential Care Facilities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3134,55926,68072,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,624,Social Assistance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2547,68698,87649,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,711,"Performing Arts, Spectator Sports, and Related Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,6326,8225,13276,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,712,"Museums, Historical Sites, and Similar Institutions",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,3004,3294,4160,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,713,"Amusement, Gambling, and Recreation Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2471,34098,55865,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,721,Accommodation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2750,34128,50418,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,722,Food Services and Drinking Places,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2059,344075,517721,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,811,Repair and Maintenance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,4245,41662,51070,1,1,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,13,Georgia,3,812,Personal and Laundry Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,2894,37543,48718,1,1,1
