periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,EarnS,EmpTotal,sEarnS,sEmpTotal,version
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2011,4,4737,10700,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2011,4,2352,45081,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2011,4,3201,8130,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2011,4,4234,5129,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2011,4,5435,9216,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2011,4,3103,3314,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2011,4,6089,14978,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2011,4,4810,1591,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2011,4,2647,13493,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2011,4,3473,10624,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2011,4,3625,52225,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2011,4,1915,5391,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2011,4,1654,40254,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2011,4,2517,9881,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2019,1,2891,3662,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2019,1,4787,613,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2019,1,10153,1282,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2019,1,3875,16142,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,1,5351,31523,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2019,1,5448,9709,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,1,2644,42599,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,1,3418,7627,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2019,1,5164,4679,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2019,1,8013,9019,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2019,1,3604,3296,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2019,1,7127,15891,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2019,1,7295,2040,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2019,1,3495,14547,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2019,1,3808,11719,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2019,1,4125,57747,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2019,1,1948,5528,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2019,1,2005,43068,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2019,1,2998,9547,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2019,2,3140,4477,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2019,2,5432,704,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2019,2,8104,1298,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2019,2,4225,18588,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,2,4944,32225,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2019,2,5130,9900,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,2,2789,43918,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,2,3635,7583,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2019,2,5174,4735,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2019,2,6530,9086,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2019,2,3695,3622,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2019,2,6597,16598,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2019,2,6992,1983,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2019,2,3544,17115,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2019,2,3995,12372,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2019,2,4121,59110,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2019,2,2067,7099,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2019,2,1942,46094,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2019,2,3096,10282,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2019,3,3010,4674,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2019,3,5296,712,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2019,3,8337,1310,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2019,3,4389,19126,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,3,5102,32501,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2019,3,5328,9902,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,3,2794,43681,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,3,3567,7698,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2019,3,4929,4764,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2019,3,6195,9120,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2019,3,3623,3647,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2019,3,6718,16433,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2019,3,5809,2027,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2019,3,3551,16985,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2019,3,3829,12366,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2019,3,4290,59981,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2019,3,2078,7533,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2019,3,2098,44049,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2019,3,3077,10316,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2019,4,3213,4677,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2019,4,5787,685,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2019,4,9212,1268,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2019,4,4826,18208,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2019,4,5158,32414,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2019,4,5788,9885,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2019,4,2988,43646,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2019,4,4000,8125,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2019,4,5236,4659,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2019,4,7200,9030,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2019,4,4101,3520,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2019,4,7810,16356,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2019,4,6352,2310,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2019,4,3704,16483,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2019,4,4107,12098,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2019,4,4453,58932,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2019,4,2187,6262,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2019,4,2135,44400,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2019,4,3268,9969,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2021,1,2974,3646,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2021,1,4868,550,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2021,1,8678,1225,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2021,1,4045,15484,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2021,1,5346,30866,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2021,1,5949,9340,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2021,1,2879,40639,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2021,1,3751,7009,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2021,1,5630,4280,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2021,1,8750,8765,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2021,1,3919,3195,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2021,1,7454,16665,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2021,1,8188,2100,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2021,1,3869,13680,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2021,1,3360,11024,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2021,1,4296,55053,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2021,1,2321,3560,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2021,1,1995,29976,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2021,1,3380,8084,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2021,2,3291,4366,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2021,2,5929,639,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2021,2,7752,1265,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2021,2,4534,18081,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2021,2,5160,31512,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2021,2,5953,9547,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2021,2,3230,42659,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2021,2,4245,7190,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2021,2,5588,4457,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2021,2,7490,8799,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2021,2,4173,3476,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2021,2,7518,17535,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2021,2,6933,2086,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,56,A05,0,A00,A0,A0,E0,0,0,2021,2,4122,15590,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,61,A05,0,A00,A0,A0,E0,0,0,2021,2,3887,11851,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,62,A05,0,A00,A0,A0,E0,0,0,2021,2,4544,55975,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,71,A05,0,A00,A0,A0,E0,0,0,2021,2,2698,5498,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,72,A05,0,A00,A0,A0,E0,0,0,2021,2,2354,36992,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,81,A05,0,A00,A0,A0,E0,0,0,2021,2,3701,9282,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,11,A05,0,A00,A0,A0,E0,0,0,2021,3,3215,4641,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,21,A05,0,A00,A0,A0,E0,0,0,2021,3,5744,668,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,22,A05,0,A00,A0,A0,E0,0,0,2021,3,8307,1281,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,23,A05,0,A00,A0,A0,E0,0,0,2021,3,4751,18596,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,31-33,A05,0,A00,A0,A0,E0,0,0,2021,3,5381,32342,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,42,A05,0,A00,A0,A0,E0,0,0,2021,3,6150,9739,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,44-45,A05,0,A00,A0,A0,E0,0,0,2021,3,3360,43178,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,48-49,A05,0,A00,A0,A0,E0,0,0,2021,3,4334,7565,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,51,A05,0,A00,A0,A0,E0,0,0,2021,3,6126,4677,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,52,A05,0,A00,A0,A0,E0,0,0,2021,3,7034,8758,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,53,A05,0,A00,A0,A0,E0,0,0,2021,3,4338,3576,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,54,A05,0,A00,A0,A0,E0,0,0,2021,3,7502,17970,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
Q,U,S,50,S,55,A05,0,A00,A0,A0,E0,0,0,2021,3,6312,2060,1,1,QWI_F VT 50 2000:1-2022:1 V4.9.0 R2022Q4 qwipu_vt_20221006_1237
